Unnamed: 0,set_num,set_year,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945,x,y
1074,71716-1,2020,"['71741-1', '71799-1', '41101-1', '71705-1', '3315-1']",Lloyd Avatar - Arcade Pod,https://cdn.rebrickable.com/media/sets/71716-1.jpg,435,Ninjago,49,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.955290595844,158.72026797840743
1075,71717-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '41732-1']",Journey to the Skull Dungeons,https://cdn.rebrickable.com/media/sets/71717-1.jpg,435,Ninjago,401,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.6408079735796,125.0334549915707
1076,71718-1,2020,"['71741-1', '71799-1', '71705-1', '41130-1', '75290-1']",Wu's Battle Dragon,https://cdn.rebrickable.com/media/sets/71718-1.jpg,435,Ninjago,322,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.4992006071914,202.8659478136947
1077,71719-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Zane's Mino Creature,https://cdn.rebrickable.com/media/sets/71719-1.jpg,435,Ninjago,617,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.35134282901123,212.6025970713684
1078,71720-1,2020,"['71741-1', '71799-1', '71705-1', '71754-1', '71737-1']",Fire Stone Mech,https://cdn.rebrickable.com/media/sets/71720-1.jpg,435,Ninjago,977,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9036106640632,198.32853728971307
1079,71721-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Skull Sorcerer's Dragon,https://cdn.rebrickable.com/media/sets/71721-1.jpg,435,Ninjago,1017,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.618661064474,261.38187152728005
1080,71722-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '41737-1']",Skull Sorcerer's Dungeons,https://cdn.rebrickable.com/media/sets/71722-1.jpg,435,Ninjago,1180,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.0108371452622,137.41903169739737
1081,71730-1,2021,"['71741-1', '71799-1', '71705-1', '41732-1', '41436-1']",Epic Battle Set - Kai vs. Skulkin,https://cdn.rebrickable.com/media/sets/71730-1.jpg,435,Ninjago,70,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.43856001514825,139.3323867153679
1082,71731-1,2021,"['71741-1', '71705-1', '71799-1', '41101-1', '41130-1']",Epic Battle Set - Zane vs. Nindroid,https://cdn.rebrickable.com/media/sets/71731-1.jpg,435,Ninjago,66,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.9807405138565,125.48860598178511
1083,71732-1,2021,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Epic Battle Set - Jay vs. Serpentine,https://cdn.rebrickable.com/media/sets/71732-1.jpg,435,Ninjago,78,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.21638507180904,253.4443771184463
1084,71733-1,2021,"['71741-1', '71799-1', '41130-1', '41101-1', '71705-1']",Epic Battle Set - Cole vs. Ghost Warrior,https://cdn.rebrickable.com/media/sets/71733-1.jpg,435,Ninjago,60,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.96894848122847,197.5181603148633
1085,71734-1,2021,"['71741-1', '41101-1', '71705-1', '71799-1', '71754-1']",Kai's Blade Cycle,https://cdn.rebrickable.com/media/sets/71734-1.jpg,435,Ninjago,54,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.03211714863687,174.10097846009867
1086,71735-1,2021,"['71741-1', '71799-1', '71705-1', '41101-1', '75290-1']",Tournament of Elements,https://cdn.rebrickable.com/media/sets/71735-1.jpg,435,Ninjago,292,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.15537717072257,229.2496141578036
1087,71736-1,2021,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Boulder Blaster,https://cdn.rebrickable.com/media/sets/71736-1.jpg,435,Ninjago,449,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.37716211437444,132.5121148758095
1088,71737-1,2021,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",X-1 Ninja Charger,https://cdn.rebrickable.com/media/sets/71737-1.jpg,435,Ninjago,599,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.7990343928277,180.6227254095981
1089,71738-1,2021,"['71741-1', '71799-1', '71705-1', '41101-1', '71737-1']",Zane's Titan Mech Battle,https://cdn.rebrickable.com/media/sets/71738-1.jpg,435,Ninjago,840,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.799160928168,232.7693877170888
1090,71739-1,2021,"['71741-1', '71799-1', '71705-1', '71737-1', '41101-1']",Ultra Sonic Raider,https://cdn.rebrickable.com/media/sets/71739-1.jpg,435,Ninjago,726,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.76091117718184,269.9879577383193
1091,71740-1,2021,"['71741-1', '71799-1', '41101-1', '71754-1', '71705-1']",Jay's Electro Mech,https://cdn.rebrickable.com/media/sets/71740-1.jpg,435,Ninjago,106,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.4718261974077,144.33582026285907
1092,71741-1,2021,"['71799-1', '41101-1', '71705-1', '41732-1', '75290-1']",NINJAGO City Gardens,https://cdn.rebrickable.com/media/sets/71741-1.jpg,435,Ninjago,5709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.5606283448577,259.67782813692594
1093,71742-1,2021,"['71741-1', '71799-1', '71705-1', '71754-1', '41101-1']",Overlord Dragon,https://cdn.rebrickable.com/media/sets/71742-1.jpg,435,Ninjago,372,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.83396540516523,262.17023244823497
1094,71745-1,2021,"['71741-1', '71799-1', '71737-1', '71705-1', '41101-1']",Lloyd's Jungle Chopper Bike,https://cdn.rebrickable.com/media/sets/71745-1.jpg,435,Ninjago,183,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.12556027290145,85.33965295855977
1095,71746-1,2021,"['71741-1', '71799-1', '71705-1', '41101-1', '71754-1']",Jungle Dragon,https://cdn.rebrickable.com/media/sets/71746-1.jpg,435,Ninjago,506,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.31347553072175,99.63072332560164
1096,71747-1,2021,"['71741-1', '71799-1', '71705-1', '41101-1', '75290-1']",The Keeper's Village,https://cdn.rebrickable.com/media/sets/71747-1.jpg,435,Ninjago,643,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.3128871673393,249.16917103684787
1097,71748-1,2021,"['71741-1', '71799-1', '71705-1', '71737-1', '41101-1']",Catamaran Sea Battle,https://cdn.rebrickable.com/media/sets/71748-1.jpg,435,Ninjago,780,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.36926990615936,132.4757410151615
1098,71749-1,2021,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Final Flight of Destiny's Bounty,https://cdn.rebrickable.com/media/sets/71749-1.jpg,435,Ninjago,150,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.2475851602157,273.3554254447676
1099,71750-1,2021,"['71741-1', '71799-1', '71705-1', '71754-1', '41101-1']",Lloyd's Hydro Mech,https://cdn.rebrickable.com/media/sets/71750-1.jpg,435,Ninjago,228,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8207534926043,217.19187590058516
1100,71752-1,2021,"['71741-1', '71799-1', '41101-1', '71705-1', '75290-1']",Ninja Sub Speeder,https://cdn.rebrickable.com/media/sets/71752-1.jpg,435,Ninjago,356,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.44785817650808,78.20975299331187
1101,71753-1,2021,"['71741-1', '71799-1', '71705-1', '71737-1', '71754-1']",Fire Dragon Attack,https://cdn.rebrickable.com/media/sets/71753-1.jpg,435,Ninjago,564,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.3579735632589,66.71674838245694
1102,71754-1,2021,"['71741-1', '71799-1', '71705-1', '41101-1', '71737-1']",Water Dragon,https://cdn.rebrickable.com/media/sets/71754-1.jpg,435,Ninjago,737,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.7928382135377,274.4545361623355
1103,71755-1,2021,"['71741-1', '71799-1', '71705-1', '41101-1', '71754-1']",Temple of the Endless Sea,https://cdn.rebrickable.com/media/sets/71755-1.jpg,435,Ninjago,1060,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.6145733586598,180.51949133217428
1104,71756-1,2021,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Hydro Bounty,https://cdn.rebrickable.com/media/sets/71756-1.jpg,435,Ninjago,1159,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.56294242656207,85.37463227005064
1105,71757-1,2022,"['71741-1', '41101-1', '71799-1', '71705-1', '71737-1']",Lloyd's Ninja Mech,https://cdn.rebrickable.com/media/sets/71757-1.jpg,435,Ninjago,57,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.3875068692552,141.1136885636906
1106,71759-1,2022,"['71741-1', '71799-1', '71705-1', '71754-1', '41101-1']",Ninja Dragon Temple,https://cdn.rebrickable.com/media/sets/71759-1.jpg,435,Ninjago,161,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.9195591831528,116.78477143397804
1107,71760-1,2022,"['71741-1', '71705-1', '71737-1', '71799-1', '41101-1']",Jay's Thunder Dragon EVO,https://cdn.rebrickable.com/media/sets/71760-1.jpg,435,Ninjago,140,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.26937858285555,186.60342199935025
1108,71761-1,2022,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Zane's Power Up Mech EVO,https://cdn.rebrickable.com/media/sets/71761-1.jpg,435,Ninjago,95,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.97408515173186,134.38790145803276
1109,71762-1,2022,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Kai's Fire Dragon EVO,https://cdn.rebrickable.com/media/sets/71762-1.jpg,435,Ninjago,206,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.19592853460904,126.25551900901002
1110,71763-1,2022,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Lloyd's Race Car EVO,https://cdn.rebrickable.com/media/sets/71763-1.jpg,435,Ninjago,279,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.5667870048199,202.6535555120288
1111,71764-1,2022,"['71741-1', '71799-1', '71705-1', '41101-1', '71737-1']",Ninja Training Center,https://cdn.rebrickable.com/media/sets/71764-1.jpg,435,Ninjago,524,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.2476820013084,281.597419961286
1112,71765-1,2022,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Ninja Ultra Combo Mech,https://cdn.rebrickable.com/media/sets/71765-1.jpg,435,Ninjago,1105,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,297.1070942298526,136.6728059307514
1113,71766-1,2022,"['71741-1', '71799-1', '71705-1', '71754-1', '75290-1']",Lloyd's Legendary Dragon,https://cdn.rebrickable.com/media/sets/71766-1.jpg,435,Ninjago,747,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.97106283077093,286.19594910012376
1114,71767-1,2022,"['71741-1', '71799-1', '71705-1', '41101-1', '75290-1']",Ninja Dojo Temple,https://cdn.rebrickable.com/media/sets/71767-1.jpg,435,Ninjago,1396,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.6803261456491,162.68118026418028
1115,71768-1,2022,"['71741-1', '71799-1', '41130-1', '41101-1', '71705-1']",Jay's Golden Dragon Motorbike,https://cdn.rebrickable.com/media/sets/71768-1.jpg,435,Ninjago,148,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.66401741707648,146.2852397903572
1116,71769-1,2022,"['71741-1', '71799-1', '71705-1', '71737-1', '41101-1']",Cole's Dragon Cruiser,https://cdn.rebrickable.com/media/sets/71769-1.jpg,435,Ninjago,395,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.9122334965706,216.80635140215105
1117,71770-1,2022,"['71741-1', '71799-1', '71705-1', '71754-1', '41101-1']",Zane's Golden Dragon Jet,https://cdn.rebrickable.com/media/sets/71770-1.jpg,435,Ninjago,267,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.31977271890156,93.47755526609308
1118,71771-1,2022,"['71741-1', '71799-1', '71705-1', '71737-1', '41101-1']",The Crystal King Temple,https://cdn.rebrickable.com/media/sets/71771-1.jpg,435,Ninjago,710,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.88817708995504,245.3569396018441
1119,71772-1,2022,"['71741-1', '71799-1', '71705-1', '41101-1', '71754-1']",The Crystal King,https://cdn.rebrickable.com/media/sets/71772-1.jpg,435,Ninjago,722,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.3709436647795,87.15919700453398
1120,71773-1,2022,"['71741-1', '71799-1', '71705-1', '71737-1', '41101-1']",Kai's Golden Dragon Raider,https://cdn.rebrickable.com/media/sets/71773-1.jpg,435,Ninjago,635,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.67270652513344,196.440492578817
